filename,dynasty,author,title,form,technique_zh,subject_zh,technique,subject,category_3,category_raw,category_fine
"清_佚名_芥子园画传_双页_水墨,山水_石头,边框,文字,草_纸本_ _ _a5e03a8f.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_石头,边框,文字,褪色_纸本_ _ _948bddf8.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_草,高山,石头,悬崖,文字,边框_纸本_ _ _9e06fb0b.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_荒草,峭壁,边框,文字_纸本_ _ _43784a6c.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_边框,悬崖,房屋,河流,水生植物,边框,文字,印章_ 纸本__7b9f0967.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_边框,文字,山群,树林,印章_纸本_ _ _e0fdc6f0.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_边框,松柏树,山,文字,印章,边框_纸本_ _ _9687cd85.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_高山,悬崖,文字,边框_纸本_ _ _bfa33a68.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_高山,房屋,松树,印章,文字_纸本_ _ _d11ebed3.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_高山,松树,房屋,文字,印章_纸本_ _ _e8f8f6c0.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_高山,树林,文字,边框_纸本_ _ _94568d88.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_水墨,山水_高山,树林,松树,文字,印章,边框_纸本_ _ _c943b1fa.jpg",清,佚名,芥子园画传,双页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_人物,石头,悬崖,彩绘,文字,印章_纸本_ _ _2538a5e6.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_人物,石头,河流,草,文字,印章_纸本_ _ _b8a1f081.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_古树,房屋,山,草本植物,文字,印章_纸本_ _ _b181b494.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_山,亭子,树,文字,印章_纸本_ _ _4874b472.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_山,树,河流,彩绘,文字,印章_纸本_ _ _ba750ad9.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_山,石头,船舶,人物,文字,边框_纸本_ _ _d1980e05.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_山群,文字,印章,边框,河流_纸本_ _ _9b317e42.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_山群,树,屋檐,文字,印章_纸本_ _ _c6b0ce68.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_彩绘,山群,树,文字,文字_纸本_ _ _64d90d13.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_彩绘,文字,印章,人物,水面,树_纸本_ _ _c91e98a3.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_悬崖,人物,河流,船舶,彩绘,房屋_纸本_ _ _56aabc4c.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_树,房屋,人物,船舶,河流,文字,边框,印章_纸本_ _ _e2051569.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_树,高山,河流,屋檐,彩绘,文字,印章_纸本_ _ _91778565.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_石头,树,印章,文字,印章_纸本_ _ _3ea85b7a.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_高山,坡地,河,屋檐,文字,印章_纸本_ _ _c7ec78a7.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_高山,树,河流,彩绘,文字,印章_纸本_ _ _4fff8050.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_高山,石头,房屋,树,文字,印章_纸本_ _ _b948a5f5.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_佚名_芥子园画传_双页_浅绛,山水_高山,装饰,文字,印章,树_纸本_ _ _082d7401.jpg",清,佚名,芥子园画传,双页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅山_傅山傅眉山水花卉冊_冊_浅绛,山水_高山,湖,亭子,树,文字 _ _25.7cmX25.2_4aa58698.jpg",清,傅山,傅山傅眉山水花卉冊,冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅山_傅山傅眉山水花卉冊_冊頁_浅绛,山水_云,文字,印章,河流,小溪,山,树 _ _25.7c_4df5d6d8.jpg",清,傅山,傅山傅眉山水花卉冊,冊頁,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅山_傅山傅眉山水花卉冊_页_浅绛,山水_树,树林,枫树林,水流,庭院,山,山林,印章,文字 __ebbf6b0e.jpg",清,傅山,傅山傅眉山水花卉冊,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅山_傅山傅眉山水花卉冊_页_浅绛,山水_湖,石,桥,山,文字 _ _25.7cmX25.2cm_538f4322.jpg",清,傅山,傅山傅眉山水花卉冊,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅山傅眉_山水花卉冊_页_写意,花鸟_树叶,印章,文字 _ _25.7cmX25.2cm _ _636318ed.jpg",清,傅山傅眉,山水花卉冊,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_傅山傅眉_山水花卉冊_页_浅绛,山水_柳树,树林,房子,围栏,山,山群,月亮,印章,文字 _ __a9dff547.jpg",清,傅山傅眉,山水花卉冊,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉, 傅山_傅山傅眉 山水花卉冊_冊_浅绛,山水_树林, 树, 云朵, 烟雾, 建筑, 围墙,_953df28d.jpg",清,"傅眉, 傅山",傅山傅眉 山水花卉冊,冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉, 傅山_傅山傅眉山水花卉冊_冊_浅绛,山水_亭子, 柳树, 水池, 石头, 山, 河岸, _6703d53e.jpg",清,"傅眉, 傅山",傅山傅眉山水花卉冊,冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山_傅山傅眉 山水花卉冊_冊_浅绛,山水_山,树,树林,云朵,河流,印章,文字 _ _2_9259e60a.jpg",清,傅眉,傅山,傅山傅眉 山水花卉冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山_傅山傅眉 山水花卉冊_冊_浅绛,山水_山,树,树林,房子,河,桥,印章,文字 _ __c5096774.jpg",清,傅眉,傅山,傅山傅眉 山水花卉冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山_傅山傅眉 山水花卉冊_冊_浅绛,山水_山水,树林,树,山,山林,建筑,围墙,印章,文_99b8c094.jpg",清,傅眉,傅山,傅山傅眉 山水花卉冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山_傅眉山水花卉冊_页_浅绛,山水_青绿山水,树,溪,河,岸,山,桥,文字 _ _25._be39d6a1.jpg",清,傅眉,傅山,傅眉山水花卉冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山傅眉_山水花卉冊_页_浅绛,山水_瀑布,树,树林,桥,河,河岸,山,山群,月亮,印章,_a2d88a38.jpg",清,傅眉,傅山傅眉,山水花卉冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山傅眉山水花卉冊_册页_树,建筑,山,印章,文字 _ _25.7cmX25.2cm _ _浅绛,山水__fe17daf0.jpg",清,傅眉,傅山傅眉山水花卉冊,册页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉_傅山傅眉山水花卉冊_页_浅绛,山水_山,山群,水流,树,树林,庭院,印章,文字 _ _25_7d5f49e7.jpg",清,傅眉,傅山傅眉山水花卉冊,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_傅眉、傅山_傅山傅眉 山水花卉冊_冊_浅绛,山水_山,人物,树林,印章,文字 _ _25.7cm_f3c69146.jpg",清,傅眉、傅山,傅山傅眉 山水花卉冊,冊,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_山,山地,建筑,房子,树,树枝,树叶,桥,石头,水,水面_f104ea50.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_山,山林,山群,山地,建筑,房子,树,树林,树叶,树枝,水,水面,雾,雾气,草地,印章 _  _  _ _4fc93af4.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_山,山林,山群,山地,草地,河岸,建筑,房子,树林,树,_e0e2bd16.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_山,山林,山群,建筑,房子,树,树林,树叶,树枝,石头,_b2dd1f71.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_山,山林,草地,山地,地面,树林,树,树枝,树叶,建筑,房子,桥,亭子,水,水面,水流,雾气,雾,文字,印章,石头 _  _  _ _4bcec19c.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_树,树林,树叶,建筑,房子,亭子,石头,雾气,雾,印章,_1e13a19c.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_八大山人_天光云景图册_页_水墨,山水_石头,山,山林,水,水面,建筑,房子,挺,桥,草,水,水_89799800.jpg",清,八大山人,天光云景图册,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_冷枚_十宫词图册_页_工笔,人物_人物,古装,对话,溪流,桃树,梨树,瓦片,屋檐,松树,高山,浓_2c619655.jpg",清,冷枚,十宫词图册,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_冷枚_十宫词图册_页_工笔,人物_人物,古装,对话,针叶树,溪流,水草,篱笆,山群,松树,草地,_66592f1b.jpg",清,冷枚,十宫词图册,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_冷枚_梧桐双兔图_页_工笔,花鸟_ _花鸟_绢本_176.2cmX95cm _ _aa48a76b.jpg",清,冷枚,梧桐双兔图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_冷枚_百子图_页_工笔,人物_ _人物_绢本_40cmX200cm _ _1e8275b8.jpg",清,冷枚,百子图,页,工笔,人物,Gongbi,Figure,Figure,Gongbi-Figure,Gongbi-Figure
"清_刘度_山水楼阁册_页_浅绛,山水_ _山水,楼阁_纸本_45cmX82cm _ _e445d638.jpg",清,刘度,山水楼阁册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华喦_高枝好鸟图_页_工笔,花鸟_花鸟_纸本_43.3cmX100cm _ _2ee076fd.jpg",清,华喦,高枝好鸟图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_华岩 _ _轴_没骨,花鸟_花鸟_纸本_46.1cmX132.6cm _ _9c4cebba.jpg",清,华岩,,轴,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_华岩_山水十二开_页_水墨,山水_山,枯树,船坞,芦苇,人物,树,水面,印章,题字_纸本_22._5afe18f3.jpg",清,华岩,山水十二开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_华岩_山水十二开_页_水墨,山水_篱笆,树,松树,针叶树,屋檐,船坞,人物,古装,石头,河流,文字,印章_纸本_22.6cmX30.9cm_页__07126d9b.jpg",清,华岩,山水十二开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_华岩_山水十二开_页_水墨,山水_高山,山群,松树,河流,石头,印章,文字_纸本_22.6cmX_da2a9479.jpg",清,华岩,山水十二开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_华岩_山水十二开_页_水墨,山水_高山,枯树,亭子,岩石,水面,悬崖,印章,文字_纸本_22.6_66789d16.jpg",清,华岩,山水十二开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_华岩_山水十二开_页_水墨,山水_高山,针叶树,石头,屋檐,人物,树林,印章,文字_纸本_22._4389312a.jpg",清,华岩,山水十二开,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_华岩_山水十二开_页_浅绛,山水_松树,山群,高山,篱笆,屋檐,河流,柿树,人物,木桥,印章,题_1a4128c8.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_山水十二开_页_浅绛,山水_树,屋檐,门窗,溪流,船坞,石头,草丛,高山,木桥,印章,文字_5e4717e4.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_山水十二开_页_浅绛,山水_树,树林,石头,河流,船坞,屋檐,人物,渔夫,布衣,彩绘,印章_73b03eeb.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_山水十二开_页_浅绛,山水_高山,松树,屋檐,人物,古装,树林,岩石,彩绘,印章,文字_纸_d3bf6abe.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_山水十二开_页_浅绛,山水_高山,松树,屋檐,悬崖,山群,印章,题字,彩绘_纸本_22.6cmX30.9cm_页__bddf17fe.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_山水十二开_页_浅绛,山水_高山,树林,屋檐,木桥,河流,印章,文字_纸本_22.6cmX_e75d8fc6.jpg",清,华岩,山水十二开,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_华岩_柳禽图_页_写意,花鸟_ _写意,花鸟_纸本_52.7cmX142.1cm _ _2e684c12.jpg",清,华岩,柳禽图,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_华岩_桃潭浴鸭图_页_没骨,花鸟_花鸟_纸本 _  _ _2bcb0e0c.jpg",清,华岩,桃潭浴鸭图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_华嵒 _  _页_没骨,花鸟_花鸟 _ _27cmX149cm _ _14a358c8.jpg",清,华嵒,,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_华嵒_自画像 _页_浅绛,山水_山水 _ _97cmX42cm _ _c42b2c8c.jpg",清,华嵒,自画像,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_叶欣_山水册_页_浅绛,山水_丘陵,人物,牛车,野菜,印章_纸本_ _页__fd14b0c8.jpg",清,叶欣,山水册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_叶欣_山水册_页_浅绛,山水_丘陵,屋檐,小河,古树,村舍,彩绘,印章,文字_纸本_ _页_.jpg_c8c4864b.jpg",清,叶欣,山水册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_叶欣_山水册_页_浅绛,山水_牛,坡地,枯树,山,彩绘,印章,文字_纸本_ _页__ec235786.jpg",清,叶欣,山水册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_叶欣_山水册_页_浅绛,山水_鸡,人物,屋檐,树,含花苞,篱笆,印章,文字,彩绘_纸本_ _页__e7a5a93a.jpg",清,叶欣,山水册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_吳宏_山水圖 _页_水墨,山水_山水_纸本_35cmX65cm _ _9d0eae86.jpg",清,吳宏,山水圖,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_吴历_仿古山水册_册页_写意,山水 _ _48cmX32cm _ _92054612.jpg",清,吴历,仿古山水册,册页,写意,山水,Xieyi,Landscape,Landscape,Xieyi-Landscape,Ink-Landscape
"清_吴历_拟古脱古图_页_水墨,山水_轴 _写意,山水_ _62cmX28cm_北京博物馆_333993a7.jpg",清,吴历,拟古脱古图,页,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_吴历_槐荣堂册_页_浅绛,山水_ _写意,山水_纸本_40cmX70cm _ _5457dd28.jpg",清,吴历,槐荣堂册,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_吴应贞_荷花图_页_没骨,花鸟_ _花鸟_纸本_130cmX58.5cm_北京故宫博物院_a942d7a9.jpg",清,吴应贞,荷花图,页,没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_吴昌硕 _  _页_写意,花鸟_花鸟 _  _  _ _db30e53e.jpg",清,吴昌硕,,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_吴昌硕_朝日红荷 _页_写意,花鸟_花鸟_纸本_93cmX46cm _ _e5d3e2ce.jpg",清,吴昌硕,朝日红荷,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_吴昌硕_牡丹_页_写意,花鸟_花鸟_纸本_93cmX45cm _ _77b33a66.jpg",清,吴昌硕,牡丹,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_吴昌硕_鞠有黄花 _页_写意,花鸟_花鸟_纸本_93cmX45cm _ _bbe06067.jpg",清,吴昌硕,鞠有黄花,页,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_周笠 _  _页_浅绛,山水_山,山林,山群,树,树林,陆地,人,建筑,房子,水面,湖面,文字,印章 _  _  _ _f52735e1.jpg",清,周笠,,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_周薡_山水圖_扇面_水墨,山水_树,树林,建筑,房子,石头,石,山,云,山林_纸本_35cmX65cm _ _fbe2eecb.jpg",清,周薡,山水圖,扇面,水墨,山水,Ink,Landscape,Landscape,Ink-Landscape,Ink-Landscape
"清_孙逸_山水图_页_浅绛,山水_轴_山水_纸本_50.6cmX150.4cm _ _84dea410.jpg",清,孙逸,山水图,页,浅绛,山水,LightOchre,Landscape,Landscape,LightOchre-Landscape,LightOchre-Landscape
"清_宋思仁_仿陈古白笔意花鸟_卷_写意,花鸟_花鸟_纸本_30cmX499cm _ _8d992e99.jpg",清,宋思仁,仿陈古白笔意花鸟,卷,写意,花鸟,Xieyi,FlowerBird,FlowerBird,Xieyi-FlowerBird,Xieyi-FlowerBird
"清_尤萃_花鸟珍禽图_页_工笔,花鸟_杏花双雉图_页_工笔,花鸟_ _花鸟_绢本_97.6cmX19_d2e27a6d.jpg",清,尤萃,花鸟珍禽图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_富贵白头图_页_工笔,花鸟_花鸟_绢本_132.5cmX75cm _ _ced8e772.jpg",清,居廉,富贵白头图,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_花卉四屏之一 _页_工笔,花鸟_花卉_纸本_100cmX25.5cm _ _48593a04.jpg",清,居廉,花卉四屏之一,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_花卉四屏之三 _页_工笔,花鸟_花卉_纸本_100cmX25.5cm _ _72c357ce.jpg",清,居廉,花卉四屏之三,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_花卉四屏之二 _页_工笔,花鸟_花卉_纸本_100cmX25.5cm _ _36170870.jpg",清,居廉,花卉四屏之二,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_花卉四屏之四 _页_工笔,花鸟_花卉_纸本_100cmX25.5cm _ _7f2096ea.jpg",清,居廉,花卉四屏之四,页,工笔,花鸟,Gongbi,FlowerBird,FlowerBird,Gongbi-FlowerBird,Gongbi-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_盛开花,石头,草,盛开花,印章,彩绘_纸本_ _页__57c0168f.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,树叶,彩绘,印章_纸本_ _页__9a85b5a6.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,树叶,虫子,盛开花,花,草,彩绘,印章_纸本_ _页__3341bb7a.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,花,盛开花,含苞花,彩绘,印章_纸本_ _页__7c3bed01.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,花,盛开花,草,虫子,彩绘,印章_纸本_ _页__4662a543.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,花,草,草丛,盛开花,彩绘,印章_纸本_ _页__a088c703.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,花,虫子,草,彩绘,印章_纸本_ _页_)_5318c3ef.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,草,彩绘,印章_纸本_ _页__e5c13b34.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,草,花,盛开花,树叶,彩绘,印章_纸本_ _页__d0ef5963.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
"清_居廉_花卉奇石册_没骨,花鸟_石头,草,花,虫子_纸本_ _页__1d5a2861.jpg",清,居廉,花卉奇石册,"没骨,花鸟",没骨,花鸟,Mogu,FlowerBird,FlowerBird,Mogu-FlowerBird,Mogu-FlowerBird
